"Step","Conv-Residual-56Layers - gradients/layer3.0.conv1.weight"
"2447","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,0,3,1,3,1,6,2,3,2,8,5,4,10,4,16,17,22,32,36,57,58,73,118,169,293,458,602,839,1204,1644,1975,2303,2178,1751,1400,1030,679,465,286,193,136,94,68,51,42,20,18,16,9,7,6,4,4,1,2,1,0,2],""bins"":[-0.003997346386313438,-0.0038912615600565914,-0.0037851767337997444,-0.0036790919075428974,-0.0035730070812860504,-0.0034669222550292034,-0.0033608374287723564,-0.0032547526025155094,-0.0031486677762586623,-0.0030425829500018153,-0.0029364981237449683,-0.0028304132974881213,-0.0027243284712312743,-0.0026182436449744273,-0.0025121588187175803,-0.0024060739924607333,-0.0022999891662038863,-0.0021939043399470393,-0.0020878195136901923,-0.0019817346874333452,-0.0018756498611764982,-0.0017695650349196512,-0.0016634802086628042,-0.0015573953824059572,-0.0014513105561491102,-0.0013452257298922632,-0.0012391409036354162,-0.0011330560773785692,-0.0010269712511217222,-0.0009208864248648752,-0.0008148015986080281,-0.0007087167723511811,-0.0006026319460943341,-0.0004965471198374871,-0.0003904622935806401,-0.0002843774673237931,-0.0001782926410669461,-0.00007220781481009908,0.00003387701144674793,0.00013996183770359494,0.00024604666396044195,0.00035213149021728896,0.00045821631647413597,0.000564301142730983,0.00067038596898783,0.000776470795244677,0.000882555621501524,0.000988640447758371,0.001094725274015218,0.001200810100272065,0.001306894926528912,0.001412979752785759,0.001519064579042606,0.001625149405299453,0.0017312342315563,0.001837319057813147,0.001943403884069994,0.002049488710326841,0.002155573536583688,0.002261658362840535,0.002367743189097382,0.002473828015354229,0.002579912841611076,0.002685997667867923,0.00279208249412477]}"
"2456","{""_type"":""histogram"",""values"":[1,2,2,2,7,6,8,7,8,16,19,25,28,31,46,61,56,113,120,182,205,245,335,416,568,761,918,1103,1373,1517,1515,1638,1465,1192,992,828,662,438,322,289,222,153,124,75,73,65,41,37,26,24,15,16,7,9,3,3,4,1,5,3,2,0,0,2],""bins"":[-0.005262821447104216,-0.005091185514174867,-0.004919549581245519,-0.004747913648316171,-0.004576277715386823,-0.004404641782457475,-0.004233005849528126,-0.004061369916598778,-0.00388973398366943,-0.003718098050740082,-0.0035464621178107336,-0.0033748261848813854,-0.003203190251952037,-0.003031554319022689,-0.002859918386093341,-0.0026882824531639926,-0.0025166465202346444,-0.002345010587305296,-0.002173374654375948,-0.0020017387214466,-0.0018301027885172516,-0.0016584668555879034,-0.0014868309226585552,-0.001315194989729207,-0.0011435590567998588,-0.0009719231238705106,-0.0008002871909411624,-0.0006286512580118142,-0.000457015325082466,-0.0002853793921531178,-0.0001137434592237696,0.000057892473705578595,0.0002295284066349268,0.000401164339564275,0.0005728002724936232,0.0007444362054229714,0.0009160721383523196,0.0010877080712816678,0.001259344004211016,0.0014309799371403642,0.0016026158700697124,0.0017742518029990606,0.0019458877359284088,0.002117523668857757,0.002289159601787105,0.0024607955347164534,0.0026324314676458016,0.00280406740057515,0.002975703333504498,0.003147339266433846,0.0033189751993631944,0.0034906111322925426,0.003662247065221891,0.003833882998151239,0.004005518931080587,0.004177154864009935,0.004348790796939284,0.004520426729868632,0.00469206266279798,0.004863698595727328,0.005035334528656676,0.005206970461586025,0.005378606394515373,0.005550242327444721,0.005721878260374069]}"
"2465","{""_type"":""histogram"",""values"":[1,2,1,2,2,3,5,7,8,7,8,11,17,28,45,40,69,94,96,162,189,255,334,479,582,783,926,1189,1390,1457,1565,1522,1434,1190,1003,773,655,495,383,269,242,165,132,100,76,55,50,37,29,6,19,10,11,2,8,2,1,3,0,1,0,1,0,1],""bins"":[-0.004712790250778198,-0.0045603026082972065,-0.004407814965816215,-0.004255327323335223,-0.004102839680854231,-0.003950352038373239,-0.0037978643958922476,-0.0036453767534112558,-0.003492889110930264,-0.003340401468449272,-0.0031879138259682804,-0.0030354261834872887,-0.002882938541006297,-0.002730450898525305,-0.0025779632560443133,-0.0024254756135633215,-0.0022729879710823298,-0.002120500328601338,-0.001968012686120346,-0.0018155250436393544,-0.0016630374011583626,-0.0015105497586773708,-0.001358062116196379,-0.0012055744737153873,-0.0010530868312343955,-0.0009005991887534037,-0.0007481115462724119,-0.0005956239037914202,-0.0004431362613104284,-0.0002906486188294366,-0.00013816097634844482,0.000014326666132546961,0.00016681430861353874,0.0003193019510945305,0.0004717895935755223,0.0006242772360565141,0.0007767648785375059,0.0009292525210184976,0.0010817401634994894,0.0012342278059804812,0.001386715448461473,0.0015392030909424648,0.0016916907334234565,0.0018441783759044483,0.00199666601838544,0.002149153660866432,0.0023016413033474237,0.0024541289458284155,0.0026066165883094072,0.002759104230790399,0.002911591873271391,0.0030640795157523826,0.0032165671582333744,0.003369054800714366,0.003521542443195358,0.0036740300856763497,0.0038265177281573415,0.003979005370638333,0.004131493013119325,0.004283980655600317,0.004436468298081309,0.0045889559405623,0.004741443583043292,0.004893931225524284,0.005046418868005276]}"
"2474","{""_type"":""histogram"",""values"":[1,0,0,0,1,0,0,2,0,4,2,1,3,4,6,11,12,6,9,23,29,56,54,95,115,129,196,290,383,535,649,800,1011,1290,1579,1747,1730,1610,1373,1134,923,722,570,388,257,221,136,100,63,54,30,25,15,10,7,4,4,4,3,2,2,0,1,1],""bins"":[-0.012701869942247868,-0.012350597316981293,-0.011999324691714719,-0.011648052066448145,-0.01129677944118157,-0.010945506815914996,-0.010594234190648422,-0.010242961565381847,-0.009891688940115273,-0.009540416314848699,-0.009189143689582124,-0.00883787106431555,-0.008486598439048976,-0.008135325813782401,-0.007784053188515827,-0.007432780563249253,-0.007081507937982678,-0.006730235312716104,-0.00637896268744953,-0.0060276900621829554,-0.005676417436916381,-0.005325144811649807,-0.0049738721863832325,-0.004622599561116658,-0.004271326935850084,-0.0039200543105835095,-0.003568781685316935,-0.003217509060050361,-0.0028662364347837865,-0.002514963809517212,-0.002163691184250638,-0.0018124185589840636,-0.0014611459337174892,-0.001109873308450915,-0.0007586006831843406,-0.0004073280579177663,-0.00005605543265119195,0.0002952171926153824,0.0006464898178819567,0.000997762443148531,0.0013490350684151053,0.0017003076936816797,0.002051580318948254,0.0024028529442148283,0.0027541255694814026,0.003105398194747977,0.0034566708200145513,0.0038079434452811256,0.0041592160705477,0.004510488695814274,0.004861761321080849,0.005213033946347423,0.005564306571613997,0.0059155791968805715,0.006266851822147146,0.00661812444741372,0.0069693970726802945,0.007320669697946869,0.007671942323213443,0.008023214948480017,0.008374487573746592,0.008725760199013166,0.00907703282427974,0.009428305449546315,0.009779578074812889]}"
"2484","{""_type"":""histogram"",""values"":[2,2,0,2,1,1,2,0,1,2,3,10,11,16,18,20,17,29,33,74,85,130,183,238,323,448,597,762,985,1264,1423,1631,1680,1720,1512,1272,974,830,576,477,318,217,176,102,77,48,34,25,18,13,14,9,8,4,3,1,2,2,2,3,1,0,0,1],""bins"":[-0.004395981319248676,-0.004260712623363361,-0.004125443927478045,-0.00399017523159273,-0.003854906535707414,-0.0037196378398220986,-0.003584369143936783,-0.0034491004480514675,-0.003313831752166152,-0.0031785630562808365,-0.003043294360395521,-0.0029080256645102054,-0.00277275696862489,-0.0026374882727395743,-0.0025022195768542588,-0.0023669508809689432,-0.0022316821850836277,-0.002096413489198312,-0.0019611447933129966,-0.001825876097427681,-0.0016906074015423656,-0.00155533870565705,-0.0014200700097717345,-0.001284801313886419,-0.0011495326180011034,-0.0010142639221157879,-0.0008789952262304723,-0.0007437265303451568,-0.0006084578344598413,-0.0004731891385745257,-0.0003379204426892102,-0.00020265174680389464,-0.0000673830509185791,0.00006788564496673644,0.00020315434085205197,0.0003384230367373675,0.00047369173262268305,0.0006089604285079986,0.0007442291243933141,0.0008794978202786297,0.0010147665161639452,0.0011500352120492607,0.0012853039079345763,0.0014205726038198918,0.0015558412997052073,0.0016911099955905229,0.0018263786914758384,0.001961647387361154,0.0020969160832464695,0.002232184779131785,0.0023674534750171006,0.002502722170902416,0.0026379908667877316,0.002773259562673047,0.0029085282585583627,0.0030437969544436783,0.003179065650328994,0.0033143343462143093,0.003449603042099625,0.0035848717379849404,0.003720140433870256,0.0038554091297555715,0.003990677825640887,0.0041259465215262026,0.004261215217411518]}"
"2494","{""values"":[1,2,1,1,0,1,4,0,3,6,12,2,8,11,11,21,30,38,62,63,92,120,150,206,299,428,509,633,801,992,1182,1346,1540,1518,1457,1319,1206,975,709,581,456,375,288,220,172,149,106,84,58,51,34,23,22,14,10,7,10,2,2,4,1,2,0,2],""_type"":""histogram"",""bins"":[-0.0031503760255873203,-0.0030560791892639827,-0.002961782352940645,-0.0028674855166173074,-0.00277318868029397,-0.002678891843970632,-0.0025845950076472946,-0.002490298171323957,-0.0023960013350006193,-0.0023017044986772817,-0.002207407662353944,-0.0021131108260306064,-0.0020188139897072688,-0.0019245171533839311,-0.0018302203170605935,-0.0017359234807372559,-0.0016416266444139183,-0.0015473298080905806,-0.001453032971767243,-0.0013587361354439054,-0.0012644392991205677,-0.0011701424627972301,-0.0010758456264738925,-0.0009815487901505549,-0.0008872519538272172,-0.0007929551175038796,-0.000698658281180542,-0.0006043614448572043,-0.0005100646085338667,-0.0004157677722105291,-0.00032147093588719144,-0.00022717409956385382,-0.00013287726324051619,-0.000038580426917178556,0.00005571640940615907,0.0001500132457294967,0.00024431008205283433,0.00033860691837617196,0.0004329037546995096,0.0005272005910228472,0.0006214974273461848,0.0007157942636695225,0.0008100910999928601,0.0009043879363161977,0.0009986847726395354,0.001092981608962873,0.0011872784452862106,0.0012815752816095483,0.0013758721179328859,0.0014701689542562235,0.0015644657905795611,0.0016587626269028988,0.0017530594632262364,0.001847356299549574,0.0019416531358729117,0.0020359499721962493,0.002130246808519587,0.0022245436448429246,0.002318840481166262,0.0024131373174896,0.0025074341538129374,0.002601730990136275,0.0026960278264596127,0.0027903246627829503,0.002884621499106288]}"
"2503","{""values"":[1,1,1,1,1,0,1,3,1,2,3,3,13,10,23,24,36,35,62,64,103,130,192,229,330,413,533,647,792,920,1161,1287,1285,1417,1388,1302,1201,981,786,669,556,404,316,270,200,141,123,83,72,54,35,29,22,19,19,5,15,8,4,0,3,2,0,1],""_type"":""histogram"",""bins"":[-0.0038746343925595284,-0.0037589780331472866,-0.003643321673735045,-0.003527665314322803,-0.0034120089549105614,-0.0032963525954983197,-0.003180696236086078,-0.0030650398766738363,-0.0029493835172615945,-0.002833727157849353,-0.002718070798437111,-0.0026024144390248694,-0.0024867580796126276,-0.002371101720200386,-0.002255445360788144,-0.0021397890013759024,-0.0020241326419636607,-0.001908476282551419,-0.0017928199231391773,-0.0016771635637269355,-0.0015615072043146938,-0.001445850844902452,-0.0013301944854902104,-0.0012145381260779686,-0.001098881766665727,-0.0009832254072534852,-0.0008675690478412434,-0.0007519126884290017,-0.00063625632901676,-0.0005205999696045183,-0.00040494361019227654,-0.0002892872507800348,-0.00017363089136779308,-0.000057974531955551356,0.00005768182745669037,0.0001733381868689321,0.0002889945462811738,0.00040465090569341555,0.0005203072651056573,0.000635963624517899,0.0007516199839301407,0.0008672763433423825,0.0009829327027546242,0.001098589062166866,0.0012142454215791076,0.0013299017809913494,0.001445558140403591,0.0015612144998158328,0.0016768708592280746,0.0017925272186403163,0.001908183578052558,0.0020238399374647997,0.0021394962968770415,0.002255152656289283,0.002370809015701525,0.0024864653751137666,0.0026021217345260084,0.00271777809393825,0.002833434453350492,0.0029490908127627335,0.0030647471721749753,0.003180403531587217,0.0032960598909994587,0.0034117162504117005,0.003527372609823942]}"
"2513","{""_type"":""histogram"",""values"":[1,0,0,0,1,0,0,5,1,3,5,9,3,8,13,18,31,53,59,72,111,133,165,310,430,598,797,1174,1461,1944,2099,2134,1867,1443,1092,799,522,370,213,176,88,71,47,17,22,17,11,8,8,3,5,4,2,2,1,1,2,0,0,0,1,0,0,2],""bins"":[-0.004431582055985928,-0.004287905067030806,-0.004144228078075685,-0.004000551089120563,-0.0038568741001654416,-0.00371319711121032,-0.0035695201222551987,-0.003425843133300077,-0.0032821661443449557,-0.003138489155389834,-0.0029948121664347127,-0.0028511351774795912,-0.0027074581885244697,-0.0025637811995693482,-0.0024201042106142268,-0.0022764272216591053,-0.002132750232703984,-0.0019890732437488623,-0.0018453962547937408,-0.0017017192658386193,-0.0015580422768834978,-0.0014143652879283763,-0.0012706882989732549,-0.0011270113100181334,-0.0009833343210630119,-0.0008396573321078904,-0.0006959803431527689,-0.0005523033541976474,-0.00040862636524252594,-0.00026494937628740445,-0.00012127238733228296,0.000022404601622838527,0.00016608159057796001,0.0003097585795330815,0.000453435568488203,0.0005971125574433245,0.000740789546398446,0.0008844665353535675,0.001028143524308689,0.0011718205132638104,0.001315497502218932,0.0014591744911740534,0.0016028514801291749,0.0017465284690842964,0.0018902054580394179,0.0020338824469945394,0.002177559435949661,0.0023212364249047823,0.002464913413859904,0.0026085904028150253,0.002752267391770147,0.0028959443807252683,0.0030396213696803898,0.0031832983586355112,0.0033269753475906327,0.0034706523365457542,0.0036143293255008757,0.003758006314455997,0.0039016833034111187,0.00404536029236624,0.004189037281321362,0.004332714270276483,0.004476391259231605,0.004620068248186726,0.004763745237141848]}"
"2522","{""values"":[2,0,0,0,0,0,0,0,1,0,0,4,1,1,3,5,4,7,10,8,12,15,20,23,44,50,59,99,123,175,255,349,529,699,1047,1414,1703,2192,2267,1931,1476,1069,836,573,401,299,212,151,100,81,59,48,26,15,9,9,4,3,1,5,0,2,0,1],""_type"":""histogram"",""bins"":[-0.005314365494996309,-0.005175321082788287,-0.005036276670580264,-0.004897232258372242,-0.004758187846164219,-0.0046191434339561965,-0.004480099021748174,-0.004341054609540151,-0.004202010197332129,-0.004062965785124106,-0.003923921372916084,-0.0037848769607080612,-0.0036458325485000387,-0.003506788136292016,-0.0033677437240839936,-0.003228699311875971,-0.0030896548996679485,-0.002950610487459926,-0.0028115660752519034,-0.002672521663043881,-0.0025334772508358583,-0.0023944328386278357,-0.002255388426419813,-0.0021163440142117906,-0.001977299602003768,-0.0018382551897957455,-0.001699210777587723,-0.0015601663653797004,-0.0014211219531716779,-0.0012820775409636553,-0.0011430331287556328,-0.0010039887165476102,-0.0008649443043395877,-0.0007258998921315651,-0.0005868554799235426,-0.00044781106771552004,-0.0003087666555074975,-0.00016972224329947494,-0.00003067783109145239,0.00010836658111657016,0.0002474109933245927,0.00038645540553261526,0.0005254998177406378,0.0006645442299486604,0.0008035886421566829,0.0009426330543647055,0.001081677466572728,0.0012207218787807506,0.001359766290988773,0.0014988107031967957,0.0016378551154048182,0.0017768995276128408,0.0019159439398208633,0.002054988352028886,0.0021940327642369084,0.002333077176444931,0.0024721215886529535,0.002611166000860976,0.0027502104130689986,0.002889254825277021,0.0030282992374850437,0.0031673436496930663,0.003306388061901089,0.0034454324741091114,0.003584476886317134]}"
"2531","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,0,0,2,0,1,2,1,0,1,7,4,8,14,17,33,32,56,75,91,136,196,272,374,503,683,846,1109,1404,1565,1661,1722,1618,1417,1149,909,666,518,399,293,209,143,104,61,38,37,20,12,5,7,0,3,2,1,4,0,0,0,1],""bins"":[-0.002265467308461666,-0.0022026053084118757,-0.0021397433083620854,-0.002076881308312295,-0.0020140193082625046,-0.0019511573082127143,-0.001888295308162924,-0.0018254333081131335,-0.0017625713080633432,-0.0016997093080135528,-0.0016368473079637624,-0.001573985307913972,-0.0015111233078641817,-0.0014482613078143913,-0.001385399307764601,-0.0013225373077148106,-0.0012596753076650202,-0.0011968133076152299,-0.0011339513075654395,-0.0010710893075156491,-0.0010082273074658588,-0.0009453653074160684,-0.000882503307366278,-0.0008196413073164877,-0.0007567793072666973,-0.0006939173072169069,-0.0006310553071671166,-0.0005681933071173262,-0.0005053313070675358,-0.00044246930701774545,-0.0003796073069679551,-0.0003167453069181647,-0.00025388330686837435,-0.00019102130681858398,-0.0001281593067687936,-0.00006529730671900325,-0.0000024353066692128778,0.00006042669338057749,0.00012328869343036786,0.00018615069348015822,0.0002490126935299486,0.00031187469357973896,0.00037473669362952933,0.0004375986936793197,0.0005004606937291101,0.0005633226937789004,0.0006261846938286908,0.0006890466938784812,0.0007519086939282715,0.0008147706939780619,0.0008776326940278523,0.0009404946940776426,0.001003356694127433,0.0010662186941772234,0.0011290806942270137,0.001191942694276804,0.0012548046943265945,0.0013176666943763848,0.0013805286944261752,0.0014433906944759656,0.001506252694525756,0.0015691146945755463,0.0016319766946253367,0.001694838694675127,0.0017577006947249174]}"
